iso3,gid,name,area_km2,pixels_total,pixels_classified,pixels_unclassified,hyper_arid_share,arid_share,semi_arid_share,dry_subhumid_share,humid_share,desert_share,dryland_share,level
LBR,LBR.1_1,Bomi,2107.5018,2482,2482,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.2_1,Bong,8384.1055,9879,9879,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.3_1,Gbapolu,9251.0393,10911,10911,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.5_1,Grand Bassa,7476.5174,8797,8797,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.4_1,Grand Cape Mount,4945.4437,5829,5829,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.6_1,Grand Gedeh,10258.3099,12064,12064,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.7_1,Grand Kru,3687.023,4328,4328,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.8_1,Lofa,10259.834,12117,12117,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.9_1,Margibi,2802.2367,3299,3299,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.10_1,Maryland,2187.8313,2568,2568,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.11_1,Montserrado,1810.8701,2132,2132,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.12_1,Nimba,11889.0647,14005,14005,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.14_1,River Gee,6197.968,7281,7281,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.13_1,Rivercess,5281.0531,6210,6210,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
LBR,LBR.15_1,Sinoe,9367.9591,11006,11006,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
