iso3,gid,name,area_km2,pixels_total,pixels_classified,pixels_unclassified,hyper_arid_share,arid_share,semi_arid_share,dry_subhumid_share,humid_share,desert_share,dryland_share,level
ALB,ALB.1_1,Berat,1812.4775,2778,2778,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
ALB,ALB.2_1,Dibër,2609.7434,4058,4058,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
ALB,ALB.3_1,Durrës,778.557,1213,1208,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
ALB,ALB.4_1,Elbasan,3166.479,4883,4883,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
ALB,ALB.5_1,Fier,1874.3217,2881,2879,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
ALB,ALB.6_1,Gjirokastër,2896.7429,4413,4413,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
ALB,ALB.7_1,Korçë,3722.1533,5705,5705,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
ALB,ALB.8_1,Kukës,2412.8228,3787,3787,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
ALB,ALB.9_1,Lezhë,1664.7301,2598,2597,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
ALB,ALB.10_1,Shkodër,3505.2007,5500,5500,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
ALB,ALB.11_1,Tiranë,1636.94,2533,2533,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
ALB,ALB.12_1,Vlorë,2647.8643,4038,4031,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
