year,scope,zeros,grouping,unit,pixels,mean_dn,population_share,value_share,theil_t,within_contribution
1992,all,zeros_included,province,Îles Loyauté,1961,0.06680265170831208,0.10424197320859026,0.023189945123030624,3.8956974647839324,0.09034101042426892
1992,all,zeros_included,province,Nord,9474,0.053303778762930125,0.5036147140123326,0.08939635333687378,4.314253126095031,0.3856784968451037
1992,all,zeros_included,province,Sud,7377,0.6795445302968687,0.39214331277907716,0.8874137015400956,3.481582653177989,3.089604149474466
1992,all,zeros_included,commune,Lifou,1150,0.07304347826086957,0.06113119285562407,0.01486988847583643,3.962295098740472,0.05891888622662411
1992,all,zeros_included,commune,Maré,660,0.01818181818181818,0.03508398894322773,0.002124269782262347,4.946816931826878,0.010508373726663574
1992,all,zeros_included,commune,Ouvéa,151,0.23178807947019867,0.008026791409738466,0.006195786864931847,2.363216696244559,0.014641986965579671
1992,all,zeros_included,commune,Bélep,68,0.0,0.0036147140123325536,0.0,0.0,0.0
1992,all,zeros_included,commune,Canala,365,0.07397260273972603,0.01940250903678503,0.004779607010090282,3.7278430039196646,0.01781762455405044
1992,all,zeros_included,commune,Coral Sea Islands,2,0.0,0.00010631511800978098,0.0,0.0,0.0
1992,all,zeros_included,commune,Hienghène,913,0.00547645125958379,0.04853285137146502,0.0008851124092759781,5.761815712608825,0.005099854587191383
1992,all,zeros_included,commune,Houaïlou,933,0.02465166130760986,0.04959600255156283,0.004071517082669499,4.7207655995104165,0.01922067778168518
1992,all,zeros_included,commune,Kaala-Gomen,829,0.0,0.044067616415054224,0.0,0.0,0.0
1992,all,zeros_included,commune,Koné,371,0.2803234501347709,0.019721454390814373,0.018410338112940343,2.682186322905043,0.049379957086586025
1992,all,zeros_included,commune,Kouaoua,351,0.27350427350427353,0.018658303210716563,0.016994158258098777,2.633682972739098,0.044757225240388276
1992,all,zeros_included,commune,Koumac,488,0.25,0.025940888794386562,0.021596742786333865,3.143021788599098,0.06787903314021773
1992,all,zeros_included,commune,Ouégoa,642,0.0,0.0341271528811397,0.0,0.0,0.0
1992,all,zeros_included,commune,Poindimié,701,0.06134094151212553,0.03726344886242824,0.007611966719773411,3.9510935124956736,0.0300755923238297
1992,all,zeros_included,commune,Ponérihouen,646,0.006191950464396285,0.03433978311715926,0.0007080899274207824,5.908464359163793,0.00418372409924857
