year,scope,zeros,grouping,unit,pixels,mean_dn,population_share,value_share,theil_t,within_contribution
1992,all,zeros_included,county,Bjelovarska-Bilogorska,2656,1.1295180722891567,0.04653281474473527,0.024186916490639667,2.105751781340914,0.050931642485308404
1992,all,zeros_included,county,Brodsko-Posavska,2008,0.7873505976095617,0.03517992921966432,0.012746504990567105,2.7678732811611426,0.03528071059157785
1992,all,zeros_included,county,Dubrovacko-Neretvanska,1985,0.9652392947103274,0.034776971863064575,0.015447377332021867,2.765738683321762,0.04272340904304059
1992,all,zeros_included,county,Grad Zagreb,1265,17.06086956521739,0.02216265461298574,0.17400067723366175,0.5263131962383678,0.09157885258248911
1992,all,zeros_included,county,Istarska,2890,2.973010380622837,0.050632467851010894,0.069271328829192,1.4925696967786621,0.1033922862660421
1992,all,zeros_included,county,Karlovacka,3592,0.7371937639198218,0.06293142716983777,0.021348984955737945,2.770309265264453,0.05914329082687225
1992,all,zeros_included,county,Koprivničko-Križevačka,1773,4.283699943598421,0.031062756228319142,0.06123321024880275,0.9482149682882592,0.058062246514256816
1992,all,zeros_included,county,Krapinsko-Zagorska,1200,4.14,0.021023862083464732,0.04005353370849929,0.7108018443365269,0.028470125632196547
1992,all,zeros_included,county,Licko-Senjska,5382,0.10070605722779635,0.09429202144433932,0.004369769579308899,4.540718404916282,0.0198418931540112
1992,all,zeros_included,county,Medimurska,763,5.18872870249017,0.013367672308069659,0.03191866746214748,0.5726767016864325,0.01827907720444867
1992,all,zeros_included,county,Osjecko-Baranjska,4001,1.6815796050987253,0.07009706016328533,0.05424319138300789,1.9793802166766934,0.10736789991293351
1992,all,zeros_included,county,Požeško-Slavonska,1809,0.5135433941404091,0.031693472090823085,0.007489881806601417,2.8031657728396713,0.020995380322879655
1992,all,zeros_included,county,Primorsko-Goranska,3633,4.086705202312139,0.06364974245768948,0.11970104971217571,1.654291148241816,0.19802038697410584
1992,all,zeros_included,county,Šibensko-Kninska,2917,0.8395611930065136,0.05110550474788885,0.019744586161858847,2.9969576583165995,0.05917368870807483
1992,all,zeros_included,county,Sisacko-Moslavacka,4482,1.4886211512717538,0.07852412488174078,0.05379170227518262,2.3856663717288416,0.12832905519595297
