iso3,gid,name,area_km2,pixels_total,pixels_classified,pixels_unclassified,hyper_arid_share,arid_share,semi_arid_share,dry_subhumid_share,humid_share,desert_share,dryland_share,level
UGA,UGA.1_1,Adjumani,3093.8387,3625,3625,0,0.0,0.0,0.0,0.27387733043781565,0.726122669562207,0.0,0.27387733043781565,adm1
UGA,UGA.2_1,Apac,6527.0872,7641,7641,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.3_1,Arua,5569.7644,6525,6525,0,0.0,0.0,0.0,0.06100767495035339,0.9389923250496517,0.0,0.06100767495035339,adm1
UGA,UGA.4_1,Bugiri,1606.9658,1880,1880,0,0.0,0.0,0.0,0.0191494601012645,0.9808505398987347,0.0,0.0191494601012645,adm1
UGA,UGA.5_1,Bundibugyo,2046.144,2394,2394,0,0.0,0.0,0.0,0.0008353533586259266,0.999164646641374,0.0,0.0008353533586259266,adm1
UGA,UGA.6_1,Bushenyi,4304.6269,5036,5036,0,0.0,0.0,0.0,0.13185343373181857,0.8681465662681994,0.0,0.13185343373181857,adm1
UGA,UGA.7_1,Busia,736.8144,862,862,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.8_1,Gulu,11850.8495,13880,13880,0,0.0,0.0,0.0,0.1259978648244562,0.8740021351755081,0.0,0.1259978648244562,adm1
UGA,UGA.9_1,Hoima,3642.0949,4262,4262,0,0.0,0.0,0.0,0.009150112666595375,0.9908498873334048,0.0,0.009150112666595375,adm1
UGA,UGA.10_1,Iganga,2485.5171,2908,2908,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.11_1,Jinja,694.0605,812,812,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.12_1,Kabale,1757.9249,2057,2057,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.13_1,Kabarole,1833.435,2145,2145,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.14_1,Kaberamaido,1624.2169,1901,1901,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.15_1,Kalangala,494.0618,578,578,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.16_1,Kampala,184.6332,216,216,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.17_1,Kamuli,4301.3842,5033,5033,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.18_1,Kamwenge,2383.9994,2789,2789,0,0.0,0.0,0.0,0.04768789363924888,0.9523121063607517,0.0,0.04768789363924888,adm1
UGA,UGA.19_1,Kanungu,1305.1414,1527,1527,0,0.0,0.0,0.0,0.08121037451415544,0.9187896254858426,0.0,0.08121037451415544,adm1
UGA,UGA.20_1,Kapchorwa,1732.1888,2027,2027,0,0.0,0.0,0.0,0.05672950944200107,0.9432704905579974,0.0,0.05672950944200107,adm1
UGA,UGA.21_1,Kasese,3343.9434,3912,3912,0,0.0,0.0,0.0,0.23108493458975332,0.7689150654102518,0.0,0.23108493458975332,adm1
UGA,UGA.22_1,Katakwi,5029.9783,5888,5888,0,0.0,0.0,0.0,0.3981022391440497,0.6018977608559533,0.0,0.3981022391440497,adm1
UGA,UGA.23_1,Kayunga,1708.4818,1999,1999,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.24_1,Kibale,4237.5108,4958,4958,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.25_1,Kiboga,4048.5347,4737,4737,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.26_1,Kisoro,714.4517,836,836,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.27_1,Kitgum,9557.2579,11201,11201,0,0.0,0.0,0.01544187828656239,0.5540553191673695,0.4305028025461114,0.0,0.5694971974539319,adm1
UGA,UGA.28_1,Kotido,13273.7195,15554,15554,0,0.0,0.0,0.545736182596907,0.4125320758942825,0.04173174150874799,0.0,0.9582682584911895,adm1
UGA,UGA.29_1,Kumi,2837.0454,3320,3320,0,0.0,0.0,0.0,0.012348445767906948,0.9876515542320933,0.0,0.012348445767906948,adm1
UGA,UGA.30_1,Kyenjojo,4101.9537,4799,4799,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.31_1,Lake Albert,3186.2853,3729,3729,0,0.0,0.0,0.0,0.8978090128249643,0.10219098717503429,0.0,0.8978090128249643,adm1
UGA,UGA.32_1,Lake Victoria,28464.2709,33301,33301,0,0.0,0.0,0.0,0.019549132610930116,0.9804508673890601,0.0,0.019549132610930116,adm1
UGA,UGA.33_1,Lira,7230.0778,8464,8464,0,0.0,0.0,0.0,0.013819855879832298,0.9861801441201663,0.0,0.013819855879832298,adm1
UGA,UGA.34_1,Luwero,5691.2597,6659,6659,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.35_1,Masaka,3620.8552,4236,4236,0,0.0,0.0,0.0,0.039896010243781595,0.9601039897562257,0.0,0.039896010243781595,adm1
UGA,UGA.36_1,Masindi,8697.9952,10181,10181,0,0.0,0.0,0.0,0.020525495047140043,0.9794745049528698,0.0,0.020525495047140043,adm1
UGA,UGA.37_1,Mayuge,1127.451,1319,1319,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.38_1,Mbale,1373.465,1607,1607,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
UGA,UGA.39_1,Mbarara,10027.1613,11731,11731,0,0.0,0.0,0.0,0.32716513868202934,0.6728348613179803,0.0,0.32716513868202934,adm1
UGA,UGA.40_1,Moroto,8517.7391,9974,9974,0,0.0,0.0,0.7311586773199937,0.23685392465357918,0.031987398026427485,0.0,0.9680126019735729,adm1
UGA,UGA.41_1,Moyo,1854.8883,2174,2174,0,0.0,0.0,0.0,0.43790041124872503,0.5620995887512688,0.0,0.43790041124872503,adm1
