iso3,gid,name,area_km2,pixels_total,pixels_classified,pixels_unclassified,hyper_arid_share,arid_share,semi_arid_share,dry_subhumid_share,humid_share,desert_share,dryland_share,level
NZL,NZL.1_1,Auckland,4952.8336,7222,7193,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.2_1,Bay of Plenty,12265.4454,18164,18148,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.3_1,Canterbury,47903.27,77342,77002,340,0.0,0.0,0.004085146395376949,0.10961206258438258,0.8863027910202128,0.0,0.11369720897975953,adm1
NZL,NZL.4_1,Chatham Islands,789.2541,1284,1274,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.5_1,Gisborne,8348.2147,12381,12378,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.6_1,Hawke's Bay,12759.0569,19221,19216,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.7_1,Manawatu-Wanganui,21970.0,33268,33259,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.8_1,Marlborough,10489.9807,16341,16338,3,0.0,0.0,0.0,0.004528325691108405,0.995471674308892,0.0,0.004528325691108405,adm1
NZL,NZL.9_1,Nelson,422.7848,659,654,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.10_1,Northern Islands,38.5702,52,52,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.11_1,Northland,12506.6805,17918,17893,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.12_1,Otago,28904.2875,47823,47725,98,0.0,0.0,0.004657699869823536,0.06554644389220017,0.9297958562379653,0.0,0.0702041437620237,adm1
NZL,NZL.13_1,Southern Islands,743.762,1371,1371,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.14_1,Southland,31648.1033,52833,52679,154,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.15_1,Taranaki,7944.9281,11956,11949,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.16_1,Tasman,9652.5669,14999,14978,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.17_1,Waikato,25572.0061,37836,37817,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.18_1,Wellington,8041.3965,12421,12410,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
NZL,NZL.19_1,West Coast,23017.5522,36957,36469,488,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
