iso3,gid,name,area_km2,pixels_total,pixels_classified,pixels_unclassified,hyper_arid_share,arid_share,semi_arid_share,dry_subhumid_share,humid_share,desert_share,dryland_share,level
PHL,PHL.1_1,Abra,3970.0143,4866,4866,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.2_1,Agusan del Norte,2996.322,3548,3548,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.3_1,Agusan del Sur,8572.6979,10135,10135,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.4_1,Aklan,1667.1392,1990,1990,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.5_1,Albay,2508.2604,3012,3012,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.6_1,Antique,2738.9243,3264,3264,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.7_1,Apayao,3918.9937,4817,4817,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.8_1,Aurora,3036.9283,3691,3691,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.9_1,Basilan,1372.4939,1616,1616,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.10_1,Bataan,1308.5249,1581,1581,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.11_1,Batanes,202.0289,252,252,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.12_1,Batangas,3217.8243,3875,3875,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.13_1,Benguet,2640.5889,3219,3219,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.14_1,Biliran,536.1918,640,640,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.15_1,Bohol,3974.9741,4718,4718,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.16_1,Bukidnon,9109.0542,10759,10759,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.17_1,Bulacan,2550.6378,3086,3086,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.18_1,Cagayan,8811.387,10831,10831,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.19_1,Camarines Norte,2118.6636,2554,2554,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.20_1,Camarines Sur,5296.4797,6373,6373,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.21_1,Camiguin,243.9607,289,289,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.22_1,Capiz,2649.5394,3161,3160,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.23_1,Catanduanes,1471.3639,1771,1771,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.24_1,Cavite,1245.3912,1502,1502,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.25_1,Cebu,4873.9545,5794,5794,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.26_1,Compostela Valley,4252.0046,5017,5017,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.27_1,Davao del Norte,3495.9957,4125,4125,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.28_1,Davao del Sur,6050.5704,7126,7126,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.29_1,Davao Oriental,5124.3029,6042,6042,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.30_1,Dinagat Islands,803.0001,954,954,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.31_1,Eastern Samar,4284.3581,5115,5115,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.32_1,Guimaras,604.4474,719,719,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.33_1,Ifugao,2511.8883,3067,3067,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.34_1,Ilocos Norte,3371.0687,4146,4146,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
PHL,PHL.35_1,Ilocos Sur,2507.8538,3068,3068,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
