iso3,gid,name,area_km2,pixels_total,pixels_classified,pixels_unclassified,hyper_arid_share,arid_share,semi_arid_share,dry_subhumid_share,humid_share,desert_share,dryland_share,level
BEN,BEN.1_1,Alibori,26857.8409,32029,32029,0,0.0,0.0,0.741987207381304,0.2580127926186543,0.0,0.0,0.9999999999999583,adm1
BEN,BEN.2_1,Atakora,20517.8338,24416,24416,0,0.0,0.0,0.2865726852314885,0.6179083750242718,0.09551893974415826,0.0,0.9044810602557602,adm1
BEN,BEN.3_1,Atlantique,3195.717,3763,3763,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
BEN,BEN.4_1,Borgou,25655.8758,30448,30448,0,0.0,0.0,0.0,0.5042253467024772,0.49577465329757736,0.0,0.5042253467024772,adm1
BEN,BEN.5_1,Collines,14016.5311,16560,16560,0,0.0,0.0,0.0,0.006516396141632897,0.9934836038583643,0.0,0.006516396141632897,adm1
BEN,BEN.6_1,Donga,11130.9763,13192,13192,0,0.0,0.0,0.0,0.05546860186477423,0.9445313981352187,0.0,0.05546860186477423,adm1
BEN,BEN.7_1,Kouffo,2421.8614,2854,2854,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
BEN,BEN.8_1,Littoral,72.2202,85,85,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
BEN,BEN.9_1,Mono,1584.8833,1867,1866,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
BEN,BEN.10_1,Ouémé,1281.5237,1509,1509,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
BEN,BEN.11_1,Plateau,3314.8505,3908,3908,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
BEN,BEN.12_1,Zou,5225.0727,6161,6161,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
