year,scope,zeros,grouping,unit,pixels,mean_dn,population_share,value_share,theil_t,within_contribution
1992,all,zeros_included,commune,Balzers,20,5.8,0.12578616352201258,0.05237020316027088,1.0517706835564673,0.05508144437586916
1992,all,zeros_included,commune,Eschen,13,21.76923076923077,0.08176100628930817,0.12776523702031603,0.09402679483493737,0.0120133557283464
1992,all,zeros_included,commune,Gamprin,6,27.666666666666668,0.03773584905660377,0.07494356659142212,0.0039583055699528025,0.00029664953707095494
1992,all,zeros_included,commune,Mauren,6,20.666666666666668,0.03773584905660377,0.05598194130925508,0.07279438494817247,0.0040751709858119125
1992,all,zeros_included,commune,Planken,5,5.8,0.031446540880503145,0.01309255079006772,0.6794906118193946,0.008896265346619614
1992,all,zeros_included,commune,Ruggell,5,20.6,0.031446540880503145,0.046501128668171555,0.021472455922597167,0.0009984934356783333
1992,all,zeros_included,commune,Schaan,25,15.16,0.15723270440251572,0.1711060948081264,0.7202534860682452,0.12323976127307673
1992,all,zeros_included,commune,Schellenberg,4,27.0,0.025157232704402517,0.04875846501128668,0.005222184684572806,0.00025462570922522035
1992,all,zeros_included,commune,Triesen,26,5.615384615384615,0.16352201257861634,0.06591422121896162,1.308860355899788,0.08627251104350747
1992,all,zeros_included,commune,Triesenberg,32,10.53125,0.20125786163522014,0.15214446952595936,0.519008891647621,0.07896433249898342
1992,all,zeros_included,commune,Valduz,17,24.941176470588236,0.1069182389937107,0.19142212189616253,0.21452416740541524,0.041064671322752176
1992,all,lit_only,commune,Balzers,8,14.5,0.07692307692307693,0.05237020316027088,0.1354799516823122,0.007095112593746372
1992,all,lit_only,commune,Eschen,13,21.76923076923077,0.125,0.12776523702031603,0.09402679483493737,0.0120133557283464
1992,all,lit_only,commune,Gamprin,6,27.666666666666668,0.057692307692307696,0.07494356659142212,0.0039583055699528025,0.00029664953707095494
1992,all,lit_only,commune,Mauren,6,20.666666666666668,0.057692307692307696,0.05598194130925508,0.07279438494817247,0.0040751709858119125
1992,all,lit_only,commune,Planken,3,9.666666666666666,0.028846153846153848,0.01309255079006772,0.16866498805340413,0.002208254922595359
1992,all,lit_only,commune,Ruggell,5,20.6,0.04807692307692308,0.046501128668171555,0.021472455922597167,0.0009984934356783333
1992,all,lit_only,commune,Schaan,14,27.071428571428573,0.1346153846153846,0.1711060948081264,0.14043499081530308,0.02402928285282161
1992,all,lit_only,commune,Schellenberg,4,27.0,0.038461538461538464,0.04875846501128668,0.005222184684572806,0.00025462570922522035
