iso3,gid,name,area_km2,pixels_total,pixels_classified,pixels_unclassified,hyper_arid_share,arid_share,semi_arid_share,dry_subhumid_share,humid_share,desert_share,dryland_share,level
SLV,SLV.1_1,Ahuachapán,1225.0651,1475,1475,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
SLV,SLV.2_1,Cabañas,1095.4096,1319,1319,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
SLV,SLV.3_1,Chalatenango,1948.7126,2349,2349,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
SLV,SLV.4_1,Cuscatlán,675.3055,813,813,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
SLV,SLV.5_1,La Libertad,1629.7549,1961,1961,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
SLV,SLV.6_1,La Paz,1181.2528,1420,1420,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
SLV,SLV.7_1,La Unión,1994.4273,2398,2398,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
SLV,SLV.8_1,Morazán,1259.6015,1516,1516,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
SLV,SLV.9_1,San Miguel,2069.995,2489,2489,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
SLV,SLV.10_1,San Salvador,921.4439,1109,1109,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
SLV,SLV.11_1,San Vicente,1206.4157,1451,1451,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
SLV,SLV.12_1,Santa Ana,2048.3657,2469,2469,0,0.0,0.0,0.0,0.00768658410326518,0.9923134158967356,0.0,0.00768658410326518,adm1
SLV,SLV.13_1,Sonsonate,1195.9791,1439,1439,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
SLV,SLV.14_1,Usulután,1978.9293,2378,2378,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,adm1
