iso3,measure,measure_note,window,first_year,last_year,n_years,percent_per_year,r_squared,half_life_years,direction,monotone,trajectory,trajectory_reason
COM,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.4634888504281133,0.126308302607749,149.54991472172463,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COM,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.6936816501812231,0.1092465206271569,99.92295174290135,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COM,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.4290736845576097,0.6589818817280917,48.50324990586605,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COM,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,1.9663032462372771,0.2291386743207882,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COM,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.744454585584536,0.0229034515459891,93.10805440411052,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COM,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,5.582289844554122,0.6694976110647843,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COM,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,1.6652349964689819,0.20222651686280643,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COM,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.6978471945134588,0.0901537716110445,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COM,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,4.925907165650493,0.6763981913260002,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COM,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-4.614137041165418,0.48642169556948267,15.022249542568272,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COM,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-6.778258561954459,0.4601655014729549,10.226036292721203,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
COM,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-1.03223670673719,0.04993415088678734,67.1500224741012,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DJI,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.9305033086147653,0.8958802412416209,74.49164061456476,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DJI,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.6460797552174834,0.793616299250587,107.28507973858707,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DJI,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.78274901900967,0.9409558647088602,38.88080560801506,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DJI,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.20370713173823662,0.0365390231627809,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DJI,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.032636962930628316,0.0004079115784932021,2123.8103007110935,flat,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DJI,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.6654548764805406,0.43640459096567685,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DJI,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,4.201736093613205,0.8721018275087695,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DJI,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,3.0112654983039238,0.7013505327514651,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DJI,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,8.014625499380253,0.8994722010716203,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DJI,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.1322195513985867,0.029215238644499243,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DJI,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.7807268478644751,0.6212444475927281,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DJI,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-2.9256553608663234,0.8672430242606455,23.69203118834529,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.715010594380164,0.8587034605657217,96.94222519329634,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.47802735370775956,0.6509273310582456,145.00157264717922,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.3847061777592014,0.9606495157547742,50.05734730537778,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.07083605256411933,0.0058072810887551925,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.6132147711735892,0.20360591053893212,113.03497781590924,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.9336462647933088,0.8285987666918503,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,2.2660508229205787,0.7898044900274273,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.3401957461654044,0.4576918975363047,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,4.816586256091815,0.955032226828805,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.7936229762626786,0.9490287433954511,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.8074742358230963,0.9108024444961367,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
DZA,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.14738100070114946,0.43905999066749457,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.5740640035200173,0.9345747160629705,120.74388505632467,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.6444129360421658,0.8988618334640518,107.56258010850836,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.8763337037832476,0.9632280275528516,79.09625951478733,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.4838617255617482,0.1761876633017258,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.11566867059145616,0.005433786356130062,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.9886899387016874,0.947364114070922,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,1.7026664374982485,0.8446239457210246,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.8078304437546107,0.7223251627611145,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,3.302893360049277,0.9655687655696361,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.10131532569847132,0.5373803705979854,nan,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.12218662612149313,0.47928178352879325,nan,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EGY,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.21796468705901703,0.7308725989391707,318.0089352603552,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
LBY,total,Theil T over all land pixels - both margins together,full,1992,2022,31,0.0056150955383155714,0.0003986605134315283,nan,flat,False,flat,total inequality barely moving
LBY,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.025060713918716337,0.004567190623952429,2765.8716459880075,flat,False,flat,total inequality barely moving
LBY,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.8579978102897633,0.6367070699445848,80.7865908568992,falling,True,flat,total inequality barely moving
LBY,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.43657374774440355,0.1339117354269429,nan,rising,False,flat,total inequality barely moving
LBY,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.08009079333891504,0.002372665259585186,865.4517600129133,falling,False,flat,total inequality barely moving
LBY,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.5698428186497488,0.36565608336735334,nan,rising,False,flat,total inequality barely moving
LBY,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.16571165123748974,0.014284401551356206,nan,rising,False,flat,total inequality barely moving
LBY,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.058915461808505216,0.00094408301792789,nan,rising,False,flat,total inequality barely moving
LBY,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,3.8224348526321403,0.5840546398684915,nan,rising,True,flat,total inequality barely moving
LBY,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.4029466870318493,0.5252961025741627,nan,rising,True,flat,total inequality barely moving
LBY,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.018833703957222232,0.0021519189903811456,nan,flat,False,flat,total inequality barely moving
LBY,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.23672318405740686,0.35705199557465317,nan,rising,False,flat,total inequality barely moving
MAR,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-2.2625125513249356,0.95650506279233,30.63616951667454,falling,True,mixed,both margins contribute
MAR,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-2.2411523891757597,0.9273011947905975,30.92815927679365,falling,True,mixed,both margins contribute
