iso3,measure,measure_note,window,first_year,last_year,n_years,percent_per_year,r_squared,half_life_years,direction,monotone,trajectory,trajectory_reason
ESP,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.8430337582104869,0.5911832166351425,82.22057228541989,falling,True,mixed,both margins contribute
ESP,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.168411684555989,0.5899408447093448,59.32388298764316,falling,True,mixed,both margins contribute
ESP,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-2.4245271594240383,0.9000675778015892,28.588963331085424,falling,True,mixed,both margins contribute
ESP,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.13950093223024565,0.02359598679970194,496.87637887315987,falling,False,mixed,both margins contribute
ESP,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.8152564420578492,0.42580178202433266,85.02198140382934,falling,False,mixed,both margins contribute
ESP,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.8251514502486743,0.7537017937529732,,rising,True,mixed,both margins contribute
ESP,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.8282040329108913,0.44608252215319805,,rising,False,mixed,both margins contribute
ESP,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.960194470327066,0.34027447582144416,,rising,False,mixed,both margins contribute
ESP,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,3.3614471815564992,0.8922501198055541,,rising,True,mixed,both margins contribute
ESP,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.6422408500634346,0.9108837890659388,107.92636134737967,falling,True,mixed,both margins contribute
ESP,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.48909562800341533,0.7721050104798418,141.72017513006784,falling,True,mixed,both margins contribute
ESP,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.9896784384732552,0.9838862505225726,70.03761561474866,falling,True,mixed,both margins contribute
EST,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.7809484706335148,0.8688492471993283,38.920114309280414,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EST,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.9444167215534995,0.7723847493135055,35.64807753793398,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EST,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-2.7587601303676457,0.8311415503939662,25.125315279497432,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EST,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,1.180752639796696,0.49925402263900287,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EST,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.6153780560486434,0.12110321820199804,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EST,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.825512805286779,0.497612739824261,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EST,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,3.2761285330422796,0.8331488947046932,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EST,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,3.5922991783361344,0.7095339164521337,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EST,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,4.631641449511185,0.7772547739349877,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EST,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.11117547884891091,0.04063009781791512,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EST,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.29995151229392364,0.10788947034102477,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
EST,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.17469731973866587,0.1164494380085201,396.77035778044086,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
FIN,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.6478608031949823,0.565166988417514,106.9901400334191,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
FIN,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.9289424324754852,0.5580931770610623,74.61680684698806,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
FIN,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.441045394312865,0.8016737039916326,48.10030157935859,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
FIN,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,1.1992400328425004,0.6291254815347306,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
FIN,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.806282145232866,0.25306683781544986,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
FIN,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.7390719120299485,0.8459767631374595,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
FIN,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,1.3963637684765322,0.6299377636681354,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
FIN,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.745760596072871,0.532056266422255,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
FIN,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,3.00681426413707,0.8495907353130016,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
FIN,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.10329607445210591,0.008096390237209466,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
FIN,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.6289855801028446,0.11054368411742443,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
FIN,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.06530538422482857,0.006605766691447218,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
FRA,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.0341761983242481,0.45019790185111425,67.02408948137683,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
FRA,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.89359288146826,0.5992661350722027,36.60486830846611,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
FRA,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,0.5577230597016883,0.4668793310566867,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
FRA,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.38259639887731245,0.2371360088237885,181.16929030014666,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
FRA,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.0065431058912582,0.6582294571036379,68.86413274334517,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
FRA,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.2602304897617995,0.6093981867167209,,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
FRA,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.603085722229281,0.3313915147452087,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
FRA,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.0184752686587588,0.3717209617636386,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
FRA,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.08290459741245884,0.016537730859680008,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
FRA,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.07843379015678506,0.04841371162864002,883.735414512521,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
FRA,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.0786476591808907,0.02120438664013382,,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
FRA,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.5970912056281249,0.9362265330937313,116.08732033337719,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
FRO,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.882731322544393,0.2610232067489811,36.81604338654123,falling,False,mixed,both margins contribute
FRO,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-3.2066122944916833,0.42542601031499966,21.616182965138414,falling,False,mixed,both margins contribute
FRO,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-8.111605517553713,0.355645105047562,8.545129309604095,falling,False,mixed,both margins contribute
FRO,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.10780646460698926,0.0008956830309934751,642.955116918849,falling,False,mixed,both margins contribute
FRO,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.5634393223352936,0.009198941264665462,,rising,False,mixed,both margins contribute
FRO,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,-0.9864620073525565,0.045092255501604256,70.26597835432075,falling,False,mixed,both margins contribute
FRO,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,2.3360739885228026,0.23853829223081266,,rising,False,mixed,both margins contribute
FRO,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,4.625687850398587,0.3995335582333136,,rising,False,mixed,both margins contribute
FRO,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,6.509024180620069,0.3099617584976029,,rising,False,mixed,both margins contribute
FRO,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-1.2242309353677483,0.22536939741955522,56.61898915760774,falling,False,mixed,both margins contribute
FRO,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.1415820522214281,0.0020426577907349374,489.57277400944406,falling,False,mixed,both margins contribute
FRO,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.7566945254168767,0.01629911351690808,,rising,False,mixed,both margins contribute
GBR,total,Theil T over all land pixels - both margins together,full,1992,2022,31,0.044611550779420625,0.008988908955566415,,flat,False,disrupted,lit area shrinking
GBR,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.357982594728149,0.2642753899829767,193.62594460390437,falling,False,disrupted,lit area shrinking
GBR,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,0.47407385130070107,0.8509587317762858,,rising,True,disrupted,lit area shrinking
GBR,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.2563013716721571,0.15520800594790665,270.44224384665836,falling,False,disrupted,lit area shrinking
GBR,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.03698903333918824,0.0015364388224227718,1873.9261829413279,flat,False,disrupted,lit area shrinking
GBR,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,0.08687058975893946,0.02248673873587934,,rising,False,disrupted,lit area shrinking
GBR,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,-0.09146387768245995,0.04359462973715696,757.8370807395478,falling,False,disrupted,lit area shrinking
GBR,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.22071259610320307,0.11981825429298802,,rising,False,disrupted,lit area shrinking
GBR,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,-0.28411213016538556,0.5455308743688516,243.9695834727137,falling,True,disrupted,lit area shrinking
GBR,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.3756204936808469,0.8311742483012168,184.53390915057233,falling,True,disrupted,lit area shrinking
GBR,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.33598320327433756,0.6134185007142393,206.30411693348123,falling,True,disrupted,lit area shrinking
GBR,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.10251907735673342,0.5663893204451517,676.1153128095525,falling,True,disrupted,lit area shrinking
GGY,total,Theil T over all land pixels - both margins together,full,1992,2022,31,0.45413288898358395,0.23001140011730606,,rising,False,disrupted,total inequality rising
GGY,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.031501423358640014,0.0006856908893159566,2200.3678140779416,flat,False,disrupted,total inequality rising
GGY,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.3489421384000446,0.17268138027929336,198.64244076056153,falling,False,disrupted,total inequality rising
GGY,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.7351860306640621,0.061069929888458746,,rising,False,disrupted,total inequality rising
GGY,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.6255957337909264,0.15707629692040748,42.63957921097087,falling,False,disrupted,total inequality rising
GGY,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,3.588103892718931,0.7724728874212619,,rising,True,disrupted,total inequality rising
GGY,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,-0.02520851957762772,0.0057805277157561615,2749.6544508512343,flat,False,disrupted,total inequality rising
GGY,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,-0.11703025856063395,0.047972908433852594,592.2803120193248,falling,False,disrupted,total inequality rising
GGY,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.5000091856324148,0.7596771986835914,,rising,True,disrupted,total inequality rising
GGY,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.4920696481248387,0.5767059313554788,140.86363245556103,falling,True,disrupted,total inequality rising
GGY,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.08203349050595038,0.04640765753142925,844.9563419584921,falling,False,disrupted,total inequality rising
GGY,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.3339018127571283,0.27623880409687174,,rising,False,disrupted,total inequality rising
GRC,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.7509756667356737,0.7530770571171393,39.586339989074354,falling,True,mixed,both margins contribute
GRC,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.7524056601117475,0.5617208283824323,39.55403684987782,falling,True,mixed,both margins contribute
GRC,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-4.021211136385112,0.9511869475504076,17.237273971718217,falling,True,mixed,both margins contribute
GRC,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.2364094547467345,0.07950274806306641,293.19774088668066,falling,False,mixed,both margins contribute
GRC,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.8278882302606434,0.3833305844433631,83.72472940480411,falling,False,mixed,both margins contribute
GRC,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.221759989481323,0.5718930404295441,,rising,True,mixed,both margins contribute
GRC,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,1.500323355578354,0.6315237782407943,,rising,True,mixed,both margins contribute
GRC,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.5081221390899955,0.4018421432784984,,rising,False,mixed,both margins contribute
GRC,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,3.343515833045555,0.9353637166502593,,rising,True,mixed,both margins contribute
GRC,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-1.5883517359386239,0.9264847713430436,43.63940082517903,falling,True,mixed,both margins contribute
GRC,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-1.8153585918908848,0.8949996674559348,38.18238356081265,falling,True,mixed,both margins contribute
GRC,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.3545877184203398,0.5322386217204078,195.4797486071602,falling,True,mixed,both margins contribute
HRV,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-2.32489756345729,0.637597023006383,29.814095530694498,falling,True,mixed,both margins contribute
HRV,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-3.476211789203823,0.6510326152710773,19.939728146388365,falling,True,mixed,both margins contribute
HRV,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-2.264993210505635,0.8928569908748544,30.602616261494564,falling,True,mixed,both margins contribute
HRV,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.1154718524494371,0.011405027712308703,600.2737168033751,falling,False,mixed,both margins contribute
HRV,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.2921030322605989,0.6720681951221379,53.64488459927608,falling,True,mixed,both margins contribute
HRV,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,2.0015917699126975,0.6966996548546518,,rising,True,mixed,both margins contribute
HRV,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,2.192798749266363,0.5332869557794,,rising,True,mixed,both margins contribute
HRV,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,3.221741998594075,0.5072659091110437,,rising,True,mixed,both margins contribute
HRV,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,2.056174949200268,0.8687556422875474,,rising,True,mixed,both margins contribute
HRV,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-1.0258399747456672,0.8641098657555994,67.56874343211227,falling,True,mixed,both margins contribute
HRV,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-1.2303283587907337,0.8510727281341949,56.338389309438206,falling,True,mixed,both margins contribute
HRV,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.41269201775031167,0.5365208034558557,,rising,True,mixed,both margins contribute
HUN,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.30126840091451035,0.017910643120240117,230.07629690198965,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
HUN,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.2866746970598854,0.00696806654244626,241.78875487401285,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
HUN,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-5.666546031638702,0.9137513655943355,12.232269475793792,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
HUN,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.5765960108076568,0.09883045256236493,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
HUN,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.3069766073138078,0.5996167588856415,53.034398372634314,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
HUN,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,5.171078691806385,0.6572180854433888,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
HUN,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.5994828433345949,0.06672266555157332,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
HUN,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.0859007666974884,0.0006748640051946036,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
HUN,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,6.579011562040904,0.8647762173581504,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
HUN,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.018097903539673842,0.002123625695245918,,flat,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
HUN,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.20186709852364637,0.16344796947300166,343.36808010283613,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
HUN,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,1.4877362335173046,0.8855659852123035,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
IRL,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.8174571925283785,0.38277506463351874,38.138294723501296,falling,False,mixed,both margins contribute
IRL,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-3.663092983423174,0.5874037401103118,18.922456615125196,falling,True,mixed,both margins contribute
IRL,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,0.8046428834031387,0.7505057516740955,,rising,True,mixed,both margins contribute
IRL,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.6475353408485868,0.6027840120541138,107.0439151091869,falling,True,mixed,both margins contribute
IRL,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.7728903424593332,0.5375711057371404,89.68247401751127,falling,True,mixed,both margins contribute
IRL,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.156824971346337,0.793028998250044,,rising,True,mixed,both margins contribute
IRL,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,1.4035907121604367,0.3326675371597304,,rising,False,mixed,both margins contribute
IRL,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,2.886111774618654,0.5230353334269866,,rising,True,mixed,both margins contribute
IRL,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,-0.18158371838795762,0.14743946047262962,381.7232000277806,falling,False,mixed,both margins contribute
IRL,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.4342630479528652,0.5898828069999089,159.6145893203373,falling,True,mixed,both margins contribute
IRL,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.07635041118629161,0.03555889567307864,907.8499641196391,falling,False,mixed,both margins contribute
IRL,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.42958214962095476,0.6429453684122317,161.3538135072766,falling,True,mixed,both margins contribute
ISL,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.4171362085342412,0.8112179090578735,48.9118248751032,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ISL,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.4894417830717628,0.6563909780102737,46.537379871969705,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ISL,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-2.216629699199574,0.7875185627738099,31.270319116009365,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ISL,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,3.7219326053344757,0.5968717485478683,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ISL,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,4.485082097360657,0.4468897016257952,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ISL,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,3.7175385628653386,0.7069514249860037,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ISL,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,6.013115256302093,0.7973088789381096,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ISL,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,6.606929638061946,0.649752619383544,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ISL,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,8.17189503559994,0.7864108110413849,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ISL,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-1.2600994837218902,0.2821485170828362,55.00733787404091,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ISL,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-2.1249608910628255,0.309660207444087,32.61929118202543,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ISL,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-1.1381798029223658,0.5378930922511156,60.8996204975906,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
ITA,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-1.2796492964767017,0.8577181254342128,54.16696453226748,falling,True,mixed,both margins contribute
ITA,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.4966385042240262,0.7725005468306847,46.31360068604721,falling,True,mixed,both margins contribute
ITA,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.6108558920106577,0.9286307562362043,43.029744870272935,falling,True,mixed,both margins contribute
ITA,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.02128817320408419,0.0013928644121601573,3256.0200159728274,flat,False,mixed,both margins contribute
ITA,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.3789541338302965,0.20603637171777697,182.91057378209018,falling,False,mixed,both margins contribute
ITA,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.3967798869804782,0.714153786109109,,rising,True,mixed,both margins contribute
ITA,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.5709415995899833,0.7177910519807498,,rising,True,mixed,both margins contribute
ITA,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.6174867442986332,0.534619052559955,,rising,True,mixed,both margins contribute
ITA,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.9981322447338726,0.879967523531199,,rising,True,mixed,both margins contribute
ITA,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.2860560093484023,0.6279128688672537,,rising,True,mixed,both margins contribute
ITA,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.22884306972561472,0.29060988683922406,,rising,False,mixed,both margins contribute
ITA,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.4294886682535082,0.8621023795727152,,rising,True,mixed,both margins contribute
JEY,total,Theil T over all land pixels - both margins together,full,1992,2022,31,0.19198744885035485,0.057085887960513865,,rising,False,disrupted,total inequality rising
JEY,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.6441404234925818,0.4323430127090916,107.60808595145215,falling,False,disrupted,total inequality rising
JEY,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,0.7081433842618257,0.31825945677191775,,rising,False,disrupted,total inequality rising
JEY,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.39317897742908403,0.3190307821985887,176.29304218966416,falling,False,disrupted,total inequality rising
JEY,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.7743849265144563,0.6007832730495454,89.50938439360306,falling,True,disrupted,total inequality rising
JEY,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,0.8006543473252973,0.15785499309743226,,rising,False,disrupted,total inequality rising
JEY,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,-0.04630763483047213,0.49327395848883804,1496.8313175516123,flat,False,disrupted,total inequality rising
JEY,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,-0.009840477645883475,0.13043478260869562,7043.8367475983905,flat,False,disrupted,total inequality rising
JEY,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,-0.00023148951940505044,1.1542168724297268e-06,299429.18467384524,flat,False,disrupted,total inequality rising
JEY,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.5075213149296364,0.8595208445224101,136.5749891028802,falling,True,disrupted,total inequality rising
JEY,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.3558492867469639,0.713791589232644,194.7867275206388,falling,True,disrupted,total inequality rising
JEY,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.302789151293415,0.1960741187910247,228.92074488106658,falling,False,disrupted,total inequality rising
