iso3,gid,name,desert_share,dryland_share,humid_share,area_km2,pixels_classified,mean_dn_1992,mean_dn_2022,majority_arid,light_scopes,in_light_scope,dark_2022,cell
FJI,FJI.1_1,Central,0.0,0.0,1.0,4362.4501,5358,0.6383,2.0102,False,,False,True,anomalously_dark
FJI,FJI.2_1,Eastern,0.0,0.0,1.0,1476.587,1818,0.0068,0.0469,False,,False,True,anomalously_dark
FJI,FJI.3_1,Northern,0.0,0.0,1.0,6476.3517,7898,0.087,0.5251,False,,False,True,anomalously_dark
FJI,FJI.4_1,Rotuma,0.0,0.0,1.0,45.0925,54,0.0,0.0,False,,False,True,anomalously_dark
FJI,FJI.5_1,Western,0.0,0.0,1.0,6618.1723,8119,0.967,2.2735,False,,False,True,anomalously_dark
GUM,GUM.1_1,Agana Heights,0.0,0.0,1.0,1.6638,2,58.6667,61.0,False,,False,False,ordinary
GUM,GUM.2_1,Agat,0.0,0.0,1.0,28.297,34,11.8214,21.4345,False,,False,False,ordinary
GUM,GUM.3_1,Asan,0.0,0.0,1.0,15.8068,19,36.25,50.6667,False,,False,False,ordinary
GUM,GUM.4_1,Barrigada,0.0,0.0,1.0,21.6285,26,52.7826,62.7826,False,,False,False,ordinary
GUM,GUM.5_1,Chalan-Pago-Ordot,0.0,0.0,1.0,13.3117,16,53.2857,61.4143,False,,False,False,ordinary
GUM,GUM.6_1,Dededo,0.0,0.0,1.0,78.9999,95,44.3684,52.3289,False,,False,False,ordinary
GUM,GUM.7_1,Hagåtña,0.0,0.0,1.0,3.3275,4,62.0,62.5,False,,False,False,ordinary
GUM,GUM.8_1,Inarajan,0.0,0.0,1.0,51.6136,62,16.0204,19.7755,False,,False,False,ordinary
GUM,GUM.9_1,Mangilao,0.0,0.0,1.0,29.1167,35,32.25,57.8172,False,,False,False,ordinary
GUM,GUM.10_1,Merizo,0.0,0.0,1.0,15.8189,19,14.8,22.8,False,,False,False,ordinary
GUM,GUM.11_1,Mongmong-Toto-Maite,0.0,0.0,1.0,5.8232,7,62.0,63.0,False,,False,False,ordinary
GUM,GUM.12_1,Piti,0.0,0.0,1.0,19.9674,24,25.2353,43.279,False,,False,False,ordinary
