iso3,measure,measure_note,window,first_year,last_year,n_years,percent_per_year,r_squared,half_life_years,direction,monotone,trajectory,trajectory_reason
PRK,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.3997954751114587,0.305588490934116,173.3754441234492,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRK,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.10957031319986547,0.023071965203698204,632.604909411536,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRK,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-2.6560188757312977,0.8741207357028536,26.09722343818422,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRK,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,1.2812386645320994,0.5008962449617742,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRK,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,0.06905049903762064,0.0028761630556956254,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRK,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,4.646176661814971,0.9169332727531601,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRK,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,1.9213711931647108,0.3677164454656415,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRK,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.4373259440194575,0.021944523237117458,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRK,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,11.126117678235627,0.9047096083755963,,rising,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRK,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.15871026004297728,0.07243298532523468,436.73747391772116,falling,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRK,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.2013312664529612,0.08723094313303541,,rising,False,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
PRK,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-2.200208407834062,0.8940608127095055,31.50370565315201,falling,True,extensive spreader,total falls only because light reaches new ground; inequality among lit places rises
BRN,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.9331338333334698,0.7447031481468774,74.28164704775402,falling,True,mixed,both margins contribute
BRN,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.0774084491656575,0.6148206827070299,64.33467095015979,falling,True,mixed,both margins contribute
BRN,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.048347819304481,0.5025383670425021,66.11805431329164,falling,True,mixed,both margins contribute
BRN,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,0.021997592785476045,0.00023560535749323443,,flat,False,mixed,both margins contribute
BRN,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.2513973682513021,0.03150044043607372,275.71775527381845,falling,False,mixed,both margins contribute
BRN,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,5.447343018429394,0.5370319339765487,,rising,True,mixed,both margins contribute
BRN,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,1.4871862545686712,0.6145310097062453,,rising,True,mixed,both margins contribute
BRN,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.6816264442203428,0.48601757643151716,,rising,False,mixed,both margins contribute
BRN,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,3.2754375856342604,0.5549912990082994,,rising,True,mixed,both margins contribute
BRN,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.48592414738677553,0.72848347882368,142.6451400465655,falling,True,mixed,both margins contribute
