iso3,gid,name,desert_share,dryland_share,humid_share,area_km2,pixels_classified,mean_dn_1992,mean_dn_2022,majority_arid,light_scopes,in_light_scope,dark_2022,cell
ALB,ALB.1_1,Berat,0.0,0.0,1.0,1812.4775,2778,0.3123,4.9746,False,,False,True,anomalously_dark
ALB,ALB.2_1,Dibër,0.0,0.0,1.0,2609.7434,4058,0.0785,2.0618,False,,False,True,anomalously_dark
ALB,ALB.3_1,Durrës,0.0,0.0,1.0,778.557,1208,0.8465,17.943,False,,False,False,ordinary
ALB,ALB.4_1,Elbasan,0.0,0.0,1.0,3166.479,4883,0.208,5.0026,False,,False,True,anomalously_dark
ALB,ALB.5_1,Fier,0.0,0.0,1.0,1874.3217,2879,0.9487,10.7565,False,,False,False,ordinary
ALB,ALB.6_1,Gjirokastër,0.0,0.0,1.0,2896.7429,4413,0.0614,2.3997,False,,False,True,anomalously_dark
ALB,ALB.7_1,Korçë,0.0,0.0,1.0,3722.1533,5705,0.1135,3.1443,False,,False,True,anomalously_dark
ALB,ALB.8_1,Kukës,0.0,0.0,1.0,2412.8228,3787,0.0179,2.0475,False,,False,True,anomalously_dark
ALB,ALB.9_1,Lezhë,0.0,0.0,1.0,1664.7301,2597,0.0611,4.8782,False,,False,True,anomalously_dark
ALB,ALB.10_1,Shkodër,0.0,0.0,1.0,3505.2007,5500,0.1307,2.9999,False,,False,True,anomalously_dark
ALB,ALB.11_1,Tiranë,0.0,0.0,1.0,1636.94,2533,1.4908,15.3016,False,,False,False,ordinary
ALB,ALB.12_1,Vlorë,0.0,0.0,1.0,2647.8643,4031,0.31,5.8286,False,,False,True,anomalously_dark
AND,AND.1_1,Andorra la Vella,0.0,0.0,1.0,12.6806,20,55.5455,59.6208,False,,False,False,ordinary
AND,AND.2_1,Canillo,0.0,0.0,1.0,110.1923,174,14.0804,29.0133,False,,False,False,ordinary
AND,AND.3_1,Encamp,0.0,0.0,1.0,70.3595,111,11.3333,19.8662,False,,False,False,ordinary
AND,AND.4_1,Escaldes-Engordany,0.0,0.0,1.0,45.6636,72,13.6531,16.9269,False,,False,False,ordinary
AND,AND.5_1,La Massana,0.0,0.0,1.0,69.0572,109,30.4478,37.0896,False,,False,False,ordinary
AND,AND.6_1,Ordino,0.0,0.0,1.0,78.496,124,10.7342,15.7658,False,,False,False,ordinary
AND,AND.7_1,Sant Julià de Lòria,0.0,0.0,1.0,64.7122,102,23.875,33.4203,False,,False,False,ordinary
BEL,BEL.1_1,Bruxelles,0.0,0.0,1.0,154.5552,284,62.0519,62.5166,False,,False,False,ordinary
BEL,BEL.2_1,Vlaanderen,0.0,0.0,1.0,13705.4825,25292,40.4434,46.1121,False,,False,False,ordinary
BEL,BEL.3_1,Wallonie,0.0,0.0,1.0,16854.894,30633,22.021,27.0006,False,,False,False,ordinary
BIH,BIH.1_1,Brčko,0.0,0.0,1.0,509.53,835,0.0,17.4182,False,,False,False,ordinary
BIH,BIH.2_1,Federacija Bosna i Hercegovina,0.0,0.0,1.0,25670.8597,41561,0.3289,7.6794,False,,False,True,anomalously_dark
BIH,BIH.3_1,Repuplika Srpska,0.0,0.0,1.0,24891.5395,40374,0.2539,6.284,False,,False,True,anomalously_dark
CYP,CYP.1_1,Famagusta,0.0,1.0,0.0,207.4334,295,26.6318,39.8654,False,,False,False,ordinary
CYP,CYP.2_1,Larnaca,0.0,0.9992,0.0008,912.049,1295,12.6062,22.126,False,,False,False,ordinary
CYP,CYP.3_1,Limassol,0.0,0.9524,0.0476,1257.8688,1784,10.7332,17.324,False,,False,False,ordinary
CYP,CYP.4_1,Nicosia,0.0,0.9721,0.0279,1970.4218,2803,8.6957,16.5922,False,,False,False,ordinary
CYP,CYP.5_1,Paphos,0.0,1.0,0.0,1367.3489,1942,4.6611,12.3204,False,,False,False,ordinary
CZE,CZE.1_1,Jihočeský,0.0,0.0,1.0,9998.8699,17727,4.7614,10.5153,False,,False,False,ordinary
CZE,CZE.2_1,Jihomoravský,0.0,0.3644,0.6356,7101.6127,12587,10.5687,16.5907,False,,False,False,ordinary
CZE,CZE.3_1,Karlovarský,0.0,0.0,1.0,3425.904,6208,9.2649,14.8938,False,,False,False,ordinary
CZE,CZE.4_1,Kraj Vysočina,0.0,0.0124,0.9876,7041.1291,12562,8.0631,12.9186,False,,False,False,ordinary
CZE,CZE.5_1,Královéhradecký,0.0,0.0027,0.9973,4834.635,8800,13.9169,19.3699,False,,False,False,ordinary
CZE,CZE.6_1,Liberecký,0.0,0.0,1.0,3145.7538,5764,16.1369,20.6751,False,,False,False,ordinary
CZE,CZE.7_1,Moravskoslezský,0.0,0.0,1.0,5403.149,9724,19.7322,21.9814,False,,False,False,ordinary
CZE,CZE.8_1,Olomoucký,0.0,0.0,1.0,5072.2202,9118,14.5855,18.2614,False,,False,False,ordinary
CZE,CZE.9_1,Pardubický,0.0,0.0788,0.9212,4458.2798,8034,13.0957,18.1513,False,,False,False,ordinary
CZE,CZE.10_1,Plzeňský,0.0,0.0,1.0,7611.4817,13630,4.6256,11.5227,False,,False,False,ordinary
CZE,CZE.11_1,Prague,0.0,0.7538,0.2462,487.8048,882,51.147,59.0077,False,,False,False,ordinary
CZE,CZE.12_1,Středočeský,0.0,0.1518,0.8482,10835.4814,19565,9.3223,18.1701,False,,False,False,ordinary
CZE,CZE.13_1,Ústecký,0.0,0.0,1.0,5425.8093,9906,13.1554,20.6233,False,,False,False,ordinary
CZE,CZE.14_1,Zlínský,0.0,0.0,1.0,4003.7388,7119,14.2647,18.6715,False,,False,False,ordinary
DNK,DNK.1_1,Hovedstaden,0.0,0.0002,0.9998,2571.7501,5289,24.7232,28.8619,False,,False,False,ordinary
DNK,DNK.2_1,Midtjylland,0.0,0.0,1.0,13147.3038,27428,7.8693,13.8359,False,,False,False,ordinary
DNK,DNK.3_1,Nordjylland,0.0,0.0,1.0,7916.2572,16868,6.5824,12.5085,False,,False,False,ordinary
DNK,DNK.4_1,Sjælland,0.0,0.0,1.0,7342.4563,14946,10.0288,13.887,False,,False,False,ordinary
DNK,DNK.5_1,Syddanmark,0.0,0.0,1.0,12168.0768,24815,9.4765,14.0283,False,,False,False,ordinary
EST,EST.1_1,Harju,0.0,0.0,1.0,4336.6537,9841,4.7138,15.8319,False,,False,False,ordinary
EST,EST.2_1,Hiiu,0.0,0.0,1.0,1035.2871,2321,0.3515,1.1212,False,,False,True,anomalously_dark
EST,EST.3_1,Ida-Viru,0.0,0.0,1.0,3314.1738,7501,6.72,10.2877,False,,False,False,ordinary
EST,EST.4_1,Järva,0.0,0.0,1.0,2620.3211,5883,0.9504,7.4451,False,,False,True,anomalously_dark
EST,EST.5_1,Jõgeva,0.0,0.0,1.0,2600.4808,5801,0.9969,4.0,False,,False,True,anomalously_dark
EST,EST.7_1,Lääne,0.0,0.0,1.0,2429.6198,5448,0.2983,2.031,False,,False,True,anomalously_dark
EST,EST.6_1,Lääne-Viru,0.0,0.0,1.0,3488.7712,7906,2.2174,6.8219,False,,False,True,anomalously_dark
EST,EST.8_1,Pärnu,0.0,0.0,1.0,4822.5676,10662,0.6741,3.6062,False,,False,True,anomalously_dark
EST,EST.9_1,Peipsi,0.0,0.0,1.0,1763.2188,3930,0.078,0.4622,False,,False,True,anomalously_dark
EST,EST.10_1,Põlva,0.0,0.0,1.0,2161.3541,4731,0.8108,5.7674,False,,False,True,anomalously_dark
EST,EST.11_1,Rapla,0.0,0.0,1.0,2978.0094,6683,0.6245,4.9095,False,,False,True,anomalously_dark
EST,EST.12_1,Saare,0.0,0.0,1.0,2937.7971,6494,0.2435,1.4594,False,,False,True,anomalously_dark
EST,EST.13_1,Tartu,0.0,0.0,1.0,3265.8225,7213,2.6204,9.263,False,,False,True,anomalously_dark
EST,EST.14_1,Valga,0.0,0.0,1.0,2033.8257,4438,0.8576,4.6678,False,,False,True,anomalously_dark
EST,EST.15_1,Viljandi,0.0,0.0,1.0,3415.3563,7538,0.8805,3.8952,False,,False,True,anomalously_dark
EST,EST.16_1,Võru,0.0,0.0,1.0,2282.3611,4956,0.9982,5.1528,False,,False,True,anomalously_dark
HUN,HUN.1_1,Bács-Kiskun,0.0,0.9994,0.0006,8316.5093,14051,2.3368,5.9216,False,,False,True,anomalously_dark
HUN,HUN.2_1,Baranya,0.0,0.0747,0.9253,4478.0238,7495,2.9477,7.7964,False,,False,True,anomalously_dark
HUN,HUN.3_1,Békés,0.0,0.9455,0.0545,5653.0478,9581,2.4568,5.2487,False,,False,True,anomalously_dark
HUN,HUN.4_1,Borsod-Abaúj-Zemplén,0.0,0.2164,0.7836,7243.4086,12619,4.1725,8.4743,False,,False,True,anomalously_dark
HUN,HUN.5_1,Budapest,0.0,0.9712,0.0288,564.4138,970,48.6649,61.0926,False,,False,False,ordinary
HUN,HUN.6_1,Csongrád,0.0,1.0,0.0,4326.5701,7292,4.6541,8.7763,False,,False,True,anomalously_dark
HUN,HUN.7_1,Fejér,0.0,0.9596,0.0404,4340.3554,7410,4.2305,10.3615,False,,False,False,ordinary
HUN,HUN.8_1,Gyor-Moson-Sopron,0.0,0.7182,0.2818,4242.1456,7312,3.297,10.334,False,,False,False,ordinary
HUN,HUN.9_1,Hajdú-Bihar,0.0,0.522,0.478,6327.6209,10872,3.2979,7.2066,False,,False,True,anomalously_dark
HUN,HUN.10_1,Heves,0.0,0.7048,0.2952,3593.2812,6210,3.0241,8.5249,False,,False,True,anomalously_dark
HUN,HUN.11_1,Jász-Nagykun-Szolnok,0.0,1.0,0.0,5504.6866,9421,2.6219,5.9504,False,,False,True,anomalously_dark
HUN,HUN.12_1,Komárom-Esztergom,0.0,0.8465,0.1535,2233.7891,3848,6.8639,13.2403,False,,False,False,ordinary
HUN,HUN.13_1,Nógrád,0.0,0.195,0.805,2561.8841,4445,2.2248,7.0237,False,,False,True,anomalously_dark
HUN,HUN.14_1,Pest,0.0,0.9199,0.0801,6500.1455,11155,7.6297,16.2872,False,,False,False,ordinary
HUN,HUN.15_1,Somogy,0.0,0.0574,0.9426,5958.0265,10046,2.2151,6.6192,False,,False,True,anomalously_dark
HUN,HUN.16_1,Szabolcs-Szatmár-Bereg,0.0,0.1332,0.8668,5944.4352,10316,4.9481,9.8488,False,,False,True,anomalously_dark
HUN,HUN.17_1,Tolna,0.0,0.7944,0.2056,3751.286,6332,1.7871,5.4583,False,,False,True,anomalously_dark
HUN,HUN.18_1,Vas,0.0,0.0048,0.9952,3378.0728,5769,1.9528,8.4738,False,,False,True,anomalously_dark
HUN,HUN.19_1,Veszprém,0.0,0.2855,0.7145,4309.8734,7358,2.8429,8.7549,False,,False,True,anomalously_dark
HUN,HUN.20_1,Zala,0.0,0.0,1.0,3820.5361,6470,2.7698,8.5079,False,,False,True,anomalously_dark
IRL,IRL.1_1,Carlow,0.0,0.0,1.0,899.5075,1723,4.1086,11.6494,False,,False,False,ordinary
IRL,IRL.2_1,Cavan,0.0,0.0,1.0,1932.4173,3812,3.5778,8.9998,False,,False,True,anomalously_dark
IRL,IRL.3_1,Clare,0.0,0.0,1.0,3265.863,6273,3.2095,7.1997,False,,False,True,anomalously_dark
IRL,IRL.5_1,Donegal,0.0,0.0,1.0,4850.1392,9785,3.1399,6.6474,False,,False,True,anomalously_dark
IRL,IRL.6_1,Dublin,0.0,0.0,1.0,907.995,1766,38.8811,47.675,False,,False,False,ordinary
IRL,IRL.7_1,Galway,0.0,0.0,1.0,6155.7246,11964,2.0279,6.4633,False,,False,True,anomalously_dark
IRL,IRL.8_1,Kerry,0.0,0.0,1.0,4742.7408,8960,2.2055,5.3048,False,,False,True,anomalously_dark
IRL,IRL.9_1,Kildare,0.0,0.0,1.0,1689.2109,3270,11.5345,21.385,False,,False,False,ordinary
IRL,IRL.10_1,Kilkenny,0.0,0.0,1.0,2067.3192,3946,4.7693,11.5543,False,,False,False,ordinary
IRL,IRL.11_1,Laois,0.0,0.0,1.0,1723.2293,3320,4.268,11.1178,False,,False,False,ordinary
IRL,IRL.12_1,Leitrim,0.0,0.0,1.0,1586.7462,3141,0.9203,4.1122,False,,False,True,anomalously_dark
IRL,IRL.13_1,Limerick,0.0,0.0,1.0,2701.4812,5147,6.5571,12.6661,False,,False,False,ordinary
IRL,IRL.14_1,Longford,0.0,0.0,1.0,1090.5791,2137,2.7242,8.812,False,,False,True,anomalously_dark
IRL,IRL.15_1,Louth,0.0,0.0,1.0,819.8536,1614,12.4689,21.3262,False,,False,False,ordinary
IRL,IRL.16_1,Mayo,0.0,0.0,1.0,5586.5883,11002,1.2559,4.7606,False,,False,True,anomalously_dark
IRL,IRL.17_1,Meath,0.0,0.0,1.0,2342.2628,4581,8.0563,16.7523,False,,False,False,ordinary
IRL,IRL.18_1,Monaghan,0.0,0.0,1.0,1298.8457,2572,7.6217,12.4893,False,,False,False,ordinary
IRL,IRL.19_1,Offaly,0.0,0.0,1.0,2001.9639,3877,2.7589,8.446,False,,False,True,anomalously_dark
IRL,IRL.20_1,Roscommon,0.0,0.0,1.0,2547.3949,4993,1.5658,6.8924,False,,False,True,anomalously_dark
IRL,IRL.21_1,Sligo,0.0,0.0,1.0,1839.0836,3642,1.8303,6.4456,False,,False,True,anomalously_dark
IRL,IRL.22_1,Tipperary,0.0,0.0,1.0,4305.4762,8231,3.7652,10.0222,False,,False,False,ordinary
IRL,IRL.23_1,Waterford,0.0,0.0,1.0,1853.896,3507,4.4057,10.7322,False,,False,False,ordinary
IRL,IRL.24_1,Westmeath,0.0,0.0,1.0,1833.8511,3578,2.8001,9.3061,False,,False,True,anomalously_dark
IRL,IRL.25_1,Wexford,0.0,0.0,1.0,2364.1438,4501,4.2245,12.0424,False,,False,False,ordinary
IRL,IRL.26_1,Wicklow,0.0,0.0,1.0,2022.4111,3896,4.9014,10.6137,False,,False,False,ordinary
IRL,IRL.4_1,NA,0.0,0.0,1.0,7458.7292,14030,5.7856,11.1343,False,,False,False,ordinary
LVA,LVA.1_1,Kurzeme,0.0,0.0,1.0,13561.6645,28799,0.6414,2.5343,False,,False,True,anomalously_dark
LVA,LVA.2_1,Latgale,0.0,0.0,1.0,14718.4468,30824,0.8049,2.3623,False,,False,True,anomalously_dark
LVA,LVA.3_1,Riga,0.0,0.0,1.0,10359.359,22103,3.748,8.9989,False,,False,True,anomalously_dark
LVA,LVA.4_1,Vidzeme,0.0,0.0,1.0,15273.0779,32765,0.5797,2.5984,False,,False,True,anomalously_dark
LVA,LVA.5_1,Zemgale,0.0,0.0,1.0,10799.5171,22672,1.1893,4.1256,False,,False,True,anomalously_dark
LIE,LIE.1_1,Balzers,0.0,0.0,1.0,20.5152,35,5.8,17.7333,False,,False,False,ordinary
LIE,LIE.2_1,Eschen,0.0,0.0,1.0,10.5287,18,21.7692,43.3077,False,,False,False,ordinary
