iso3,measure,measure_note,window,first_year,last_year,n_years,percent_per_year,r_squared,half_life_years,direction,monotone,trajectory,trajectory_reason
GUM,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.16245590302953175,0.8682217887492555,426.66789426170794,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
GUM,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.27813597698829057,0.1333534970410943,249.21162233863996,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
GUM,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.5867553819102925,0.21468084790231284,118.13222373917972,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
GUM,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,-0.16245590302953175,0.8682217887492555,426.66789426170794,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
GUM,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.0,nan,nan,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
GUM,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.0,nan,nan,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
GUM,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.0,nan,nan,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
GUM,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.06939482830049984,0.10969695983299836,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
GUM,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.14402026861923886,0.398510264173272,481.2844658639608,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
GUM,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.4555822898491796,0.8610000151881506,nan,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
NRU,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-6.914351449330491,0.6561508626629624,10.024760610441083,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
NRU,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.6937762824108338,0.09485351034233233,99.90932208741665,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
NRU,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-3.9532836927488484,0.29834561790491754,17.533454070886,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
NRU,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-6.758105248194375,0.6451098162723238,10.256531307279356,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
NRU,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.3874596193139408,0.0724929350303652,178.895334122114,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
NRU,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,-3.9532836927488484,0.29834561790491754,17.533454070886,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
NRU,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.028137106230781944,0.09374999999999986,nan,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
NRU,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.05516207387536697,0.13043478260869554,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
NRU,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.0,nan,nan,flat,False,intensive converger,already largely lit; the decline is convergence among lit places
NRU,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.3798858502258333,0.18418367642238773,182.46196328394052,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
NRU,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.2994739713668279,0.11289154451605692,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
NRU,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.1581619041086979,0.005461414225385211,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
MNP,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.6953004121343708,0.4605717512162559,99.69031636730723,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
MNP,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.1494809067700502,0.5138498803946687,60.30088681573961,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
MNP,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-0.5126888738625476,0.5507477987201599,135.19840509466152,falling,True,intensive converger,already largely lit; the decline is convergence among lit places
MNP,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.48672256053953233,0.12059096053448912,142.41114687422566,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
MNP,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.5055723593135961,0.4393809195948574,46.038782279183,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
MNP,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,1.9922780773310853,0.7843421081514438,nan,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
MNP,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.5838629471210943,0.25755931722421255,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
MNP,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,0.7741948524134716,0.1859862157211962,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
MNP,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,1.159013743765969,0.6956125055161236,nan,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
MNP,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-0.22470489778223893,0.451966393235825,308.46999215463154,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
MNP,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,-0.2594001213431284,0.30917914705598704,267.21158686085056,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
MNP,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,0.2737358209848982,0.6220540413906823,nan,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
PLW,total,Theil T over all land pixels - both margins together,full,1992,2022,31,0.4511150354929386,0.10038826050605305,nan,rising,False,disrupted,lit area shrinking
PLW,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,0.5915998466977644,0.06944471202090903,nan,rising,False,disrupted,lit area shrinking
PLW,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.7809699804725934,0.7809652051233155,38.91964424779432,falling,True,disrupted,lit area shrinking
PLW,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.3854568512204557,0.014545093771294667,179.82484378349034,falling,False,disrupted,lit area shrinking
PLW,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-3.0009341871877306,0.35828751932399794,23.097713489328974,falling,False,disrupted,lit area shrinking
PLW,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,4.118822813507537,0.5995953529524565,nan,rising,True,disrupted,lit area shrinking
PLW,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,-1.0202471421565749,0.0676897726131991,67.93914453852689,falling,False,disrupted,lit area shrinking
PLW,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,-2.1808162268184343,0.1210028550456142,31.783841849488123,falling,False,disrupted,lit area shrinking
PLW,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,5.822209184822078,0.7406675078812712,nan,rising,True,disrupted,lit area shrinking
PLW,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.6206577054128551,0.41973222862724013,nan,rising,False,disrupted,lit area shrinking
PLW,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,1.0863375653386995,0.5825605276422746,nan,rising,True,disrupted,lit area shrinking
PLW,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-1.5196457627440734,0.725237541361205,45.61241820648433,falling,True,disrupted,lit area shrinking
ASM,total,Theil T over all land pixels - both margins together,full,1992,2022,31,0.4030147004014142,0.2086925552514702,nan,rising,False,disrupted,lit area shrinking
ASM,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-0.14170565014412556,0.01592478355218253,489.1457608464879,falling,False,disrupted,lit area shrinking
ASM,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,0.4150540760386301,0.4143808124459892,nan,rising,False,disrupted,lit area shrinking
ASM,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-1.3493050104125726,0.5514717765955333,51.37068158873908,falling,True,disrupted,lit area shrinking
ASM,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-0.749658514687587,0.1592871154589265,92.46172316855598,falling,False,disrupted,lit area shrinking
ASM,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,-2.9748676105172045,0.5432840837924489,23.300101762828906,falling,True,disrupted,lit area shrinking
ASM,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,-0.4324045912710005,0.3714322746352916,160.30060608804447,falling,False,disrupted,lit area shrinking
ASM,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,-0.07353653710916445,0.0081883558112658,942.5888242887659,falling,False,disrupted,lit area shrinking
ASM,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,-0.6943442170977183,0.5164328948730862,99.82760185678848,falling,True,disrupted,lit area shrinking
ASM,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,0.4463870087374505,0.5727458265702174,nan,rising,True,disrupted,lit area shrinking
ASM,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,0.061488782129993015,0.028553477616621588,nan,rising,False,disrupted,lit area shrinking
ASM,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,1.2410719008213915,0.757061920613762,nan,rising,True,disrupted,lit area shrinking
TKL,total,Theil T over all land pixels - both margins together,full,,,0,nan,nan,nan,undefined,False,undefined,no usable series
TKL,total,Theil T over all land pixels - both margins together,dmsp,,,0,nan,nan,nan,undefined,False,undefined,no usable series
TKL,total,Theil T over all land pixels - both margins together,viirs,,,0,nan,nan,nan,undefined,False,undefined,no usable series
TKL,intensive,Theil T over lit pixels only - convergence among the already lit,full,,,0,nan,nan,nan,undefined,False,undefined,no usable series
TKL,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,,,0,nan,nan,nan,undefined,False,undefined,no usable series
TKL,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,,,0,nan,nan,nan,undefined,False,undefined,no usable series
TKL,extensive,share of land pixels that are lit - light reaching new ground,full,,,0,nan,nan,nan,undefined,False,undefined,no usable series
TKL,extensive,share of land pixels that are lit - light reaching new ground,dmsp,,,0,nan,nan,nan,undefined,False,undefined,no usable series
TKL,extensive,share of land pixels that are lit - light reaching new ground,viirs,,,0,nan,nan,nan,undefined,False,undefined,no usable series
TKL,between_share,share of Theil T lying between admin-1 units,full,,,0,nan,nan,nan,undefined,False,undefined,no usable series
TKL,between_share,share of Theil T lying between admin-1 units,dmsp,,,0,nan,nan,nan,undefined,False,undefined,no usable series
TKL,between_share,share of Theil T lying between admin-1 units,viirs,,,0,nan,nan,nan,undefined,False,undefined,no usable series
TUV,total,Theil T over all land pixels - both margins together,full,1994,2022,29,-0.45156178114312967,0.1671599936365231,153.499966008027,falling,False,mixed,both margins contribute
TUV,total,Theil T over all land pixels - both margins together,dmsp,1994,2013,20,-1.1129505124057606,0.3363426819766125,62.28014389082172,falling,False,mixed,both margins contribute
TUV,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,0.06068945248171993,0.09312760566080946,nan,rising,False,mixed,both margins contribute
TUV,intensive,Theil T over lit pixels only - convergence among the already lit,full,1994,2022,29,-1.0944186793603117,0.00818557328313094,63.334735931690254,falling,False,mixed,both margins contribute
TUV,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1994,2013,20,-12.378955820863649,0.5772336924991482,5.599399421005335,falling,True,mixed,both margins contribute
TUV,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,19.857882430329894,0.23036488309487765,nan,rising,False,mixed,both margins contribute
TUV,extensive,share of land pixels that are lit - light reaching new ground,full,1994,2022,29,1.2595481186050574,0.18152308561615493,nan,rising,False,mixed,both margins contribute
TUV,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1994,2013,20,2.8034482891168535,0.30081900475433304,nan,rising,False,mixed,both margins contribute
TUV,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,0.0,nan,nan,flat,False,mixed,both margins contribute
TUV,between_share,share of Theil T lying between admin-1 units,full,1994,2022,29,0.4515617811431292,0.167159993636523,nan,rising,False,mixed,both margins contribute
TUV,between_share,share of Theil T lying between admin-1 units,dmsp,1994,2013,20,1.11295051240576,0.3363426819766121,nan,rising,False,mixed,both margins contribute
TUV,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,-0.06068945248172068,0.0931276056608135,1142.1213278678322,falling,False,mixed,both margins contribute
WLF,total,Theil T over all land pixels - both margins together,full,1992,2022,31,-0.42767528903717184,0.019784711002010902,162.07323601053315,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
WLF,total,Theil T over all land pixels - both margins together,dmsp,1992,2013,22,-1.922348002085894,0.14762850808904285,36.057320516775725,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
WLF,total,Theil T over all land pixels - both margins together,viirs,2014,2022,9,-1.0092040245381102,0.13884684269579056,68.68256206936779,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
WLF,intensive,Theil T over lit pixels only - convergence among the already lit,full,1992,2022,31,-0.5734604098534363,0.02304439217654764,120.87097359294572,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
WLF,intensive,Theil T over lit pixels only - convergence among the already lit,dmsp,1992,2013,22,-1.7187699090043165,0.19731283886077602,40.328096095275804,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
WLF,intensive,Theil T over lit pixels only - convergence among the already lit,viirs,2014,2022,9,17.71883324583505,0.8749973639110242,nan,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
WLF,extensive,share of land pixels that are lit - light reaching new ground,full,1992,2022,31,0.6644958140052415,0.06114216481682175,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
WLF,extensive,share of land pixels that are lit - light reaching new ground,dmsp,1992,2013,22,1.839259706646661,0.1705290718118826,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
WLF,extensive,share of land pixels that are lit - light reaching new ground,viirs,2014,2022,9,1.6726874513547516,0.4943679908840034,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
WLF,between_share,share of Theil T lying between admin-1 units,full,1992,2022,31,-1.4474930655786862,0.05550411205268519,47.88604498653231,falling,False,intensive converger,already largely lit; the decline is convergence among lit places
WLF,between_share,share of Theil T lying between admin-1 units,dmsp,1992,2013,22,1.8013580434267953,0.04620458320812946,nan,rising,False,intensive converger,already largely lit; the decline is convergence among lit places
WLF,between_share,share of Theil T lying between admin-1 units,viirs,2014,2022,9,9.847923558418477,0.6004517812877515,nan,rising,True,intensive converger,already largely lit; the decline is convergence among lit places
