year,level,level_label,scope,zeros,n,gini,theil_t,theil_l,sum_of_lights,lit_share
1992,adm1,region,all,,13,0.6465467519639199,0.7772804833269009,,32621.0,
1993,adm1,region,all,,13,0.5912283979367674,0.6365098274302982,0.6799704451937735,44237.0,
1994,adm1,region,all,,13,0.5863340503208763,0.6265439348081318,0.665703977775387,45640.0,
1995,adm1,region,all,,13,0.5582587820626534,0.5676266720846973,0.5871620300528237,51838.0,
1996,adm1,region,all,,13,0.5525768883777831,0.5538205719765635,0.5732148858377781,55046.0,
1997,adm1,region,all,,13,0.5508669020674104,0.5504108741430308,0.5711590200623158,55016.0,
1998,adm1,region,all,,13,0.543734607346104,0.5318310826877479,0.556426506842344,56385.0,
1999,adm1,region,all,,13,0.5348202156302273,0.5110794437826209,0.5415239325703727,58597.0,
2000,adm1,region,all,,13,0.5335988106887088,0.5067868274466827,0.5399749018949841,62679.0,
2001,adm1,region,all,,13,0.5423087634227843,0.5272801971270152,0.5574910143764936,64322.0,
2002,adm1,region,all,,13,0.543894032281715,0.5343599315004832,0.5574393038522604,66909.0,
2003,adm1,region,all,,13,0.5478333374188991,0.5447483528252366,0.5618699641400043,67652.0,
2004,adm1,region,all,,13,0.5572498355849507,0.5672099213786289,0.5828610544920659,68417.0,
2005,adm1,region,all,,13,0.565155329117389,0.5884757297662818,0.6038096652662377,68147.0,
2006,adm1,region,all,,13,0.5714420859106661,0.6026357364174464,0.6185464877032941,67695.0,
2007,adm1,region,all,,13,0.5698666660954841,0.5934578857057347,0.6133437520155347,67041.0,
2008,adm1,region,all,,13,0.5724116565016948,0.5988254902127961,0.6171350278322758,65760.0,
2009,adm1,region,all,,13,0.5677200025433897,0.5825499091119021,0.6083969639880308,69289.0,
2010,adm1,region,all,,13,0.5681902690234617,0.5846455356392326,0.6145518029232422,73343.0,
2011,adm1,region,all,,13,0.569234111508647,0.5839932712783485,0.622386997321206,73466.0,
2012,adm1,region,all,,13,0.5618906828255956,0.5674742035521377,0.6031772337832051,78356.0,
2013,adm1,region,all,,13,0.566720873742272,0.5728120496741753,0.6148648211484885,82654.0,
2014,adm1,region,all,,13,0.5656982476705887,0.5693964951526262,0.6143768577345683,86941.9979083538,
2015,adm1,region,all,,13,0.55792719643507,0.5519291937229482,0.607206585981621,90271.12564504147,
2016,adm1,region,all,,13,0.5566198051431595,0.5500013595910722,0.6078172088962673,93978.14742362499,
2017,adm1,region,all,,13,0.5561573895214342,0.5525912199053711,0.6125829950222135,108699.67121481895,
2018,adm1,region,all,,13,0.5541621778788508,0.5468292302519131,0.6148823522713188,110827.57928586006,
2019,adm1,region,all,,13,0.5602200614926627,0.5642446545023683,0.6342175979746908,113225.26968061924,
2020,adm1,region,all,,13,0.5664785636563339,0.5749201779146365,0.6615445863085626,127095.7864266634,
2021,adm1,region,all,,13,0.5795574448003395,0.5998717834221825,0.7011776749110281,134154.6562103033,
2022,adm1,region,all,,13,0.5814156775728327,0.60094725807275,0.7149330269251903,143196.06660330296,
1992,adm2,constituency,all,,107,0.9191904704652671,2.219159831218975,,32621.0,
1993,adm2,constituency,all,,107,0.909598203956177,2.1056947981828373,,44237.0,
1994,adm2,constituency,all,,107,0.9083741631885898,2.092679727113839,,45640.0,
1995,adm2,constituency,all,,107,0.903500869037636,2.0441529189486327,,51838.0,
1996,adm2,constituency,all,,107,0.9014959605664474,2.0245592591398576,,55046.0,
1997,adm2,constituency,all,,107,0.9009768151629163,2.0192781457498583,,55016.0,
1998,adm2,constituency,all,,107,0.8992091193773346,2.0025617077114126,,56385.0,
1999,adm2,constituency,all,,107,0.897050586415522,1.9823103105233049,,58597.0,
2000,adm2,constituency,all,,107,0.8936410306514873,1.9512711700197196,,62679.0,
2001,adm2,constituency,all,,107,0.892233117420133,1.9374350074829612,,64322.0,
2002,adm2,constituency,all,,107,0.8907217899231779,1.9233086970196474,,66909.0,
2003,adm2,constituency,all,,107,0.890316134721368,1.9194954146557321,,67652.0,
2004,adm2,constituency,all,,107,0.8893249827971585,1.909990832371916,,68417.0,
2005,adm2,constituency,all,,107,0.8884669533961118,1.9019349350771875,,68147.0,
2006,adm2,constituency,all,,107,0.8882861714195007,1.8998686631646409,,67695.0,
2007,adm2,constituency,all,,107,0.889359950380127,1.9087203761769147,,67041.0,
2008,adm2,constituency,all,,107,0.889535602469745,1.909879622341194,,65760.0,
2009,adm2,constituency,all,,107,0.8866415350551244,1.8857230717248337,,69289.0,
2010,adm2,constituency,all,,107,0.8840078993973912,1.8634048780993657,,73343.0,
