year,gid,name,pixels,area_km2,sum_of_lights,mean_dn,density_sol_per_km2
1992,ASM.1_1,Eastern,65,69.1113,983.0,15.123076923076923,14.223435653211654
1992,ASM.2_1,Manu'a,56,58.5563,18.0,0.32142857142857145,0.3073962459523849
1992,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
1992,ASM.4_1,Western,73,73.0982,1218.0,16.684931506849313,16.66251453692145
1993,ASM.1_1,Eastern,65,69.1113,1179.0,18.138461538461538,17.05944113442171
1993,ASM.2_1,Manu'a,56,58.5563,62.0,1.1071428571428572,1.0588092916137704
1993,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
1993,ASM.4_1,Western,73,73.0982,1528.0,20.931506849315067,20.903384410850553
1994,ASM.1_1,Eastern,65,69.1113,1217.0,18.723076923076924,17.60927893179917
1994,ASM.2_1,Manu'a,56,58.5563,63.0,1.125,1.0758868608333472
1994,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
1994,ASM.4_1,Western,73,73.0982,1554.0,21.28767123287671,21.259070271244607
1995,ASM.1_1,Eastern,65,69.1113,1225.0,18.846153846153847,17.725034257562847
1995,ASM.2_1,Manu'a,56,58.5563,84.0,1.5,1.434515814444463
1995,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
1995,ASM.4_1,Western,73,73.0982,1561.0,21.383561643835616,21.354831849043006
1996,ASM.1_1,Eastern,65,69.1113,1228.0,18.892307692307693,17.768442504724224
1996,ASM.2_1,Manu'a,56,58.5563,70.0,1.25,1.1954298453703858
1996,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
1996,ASM.4_1,Western,73,73.0982,1569.0,21.493150684931507,21.464273652241175
1997,ASM.1_1,Eastern,65,69.1113,1228.0,18.892307692307693,17.768442504724224
1997,ASM.2_1,Manu'a,56,58.5563,68.0,1.2142857142857142,1.161274706931232
1997,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
1997,ASM.4_1,Western,73,73.0982,1569.0,21.493150684931507,21.464273652241175
1998,ASM.1_1,Eastern,65,69.1113,1228.0,18.892307692307693,17.768442504724224
1998,ASM.2_1,Manu'a,56,58.5563,88.0,1.5714285714285714,1.5028260913227707
1998,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
1998,ASM.4_1,Western,73,73.0982,1569.0,21.493150684931507,21.464273652241175
1999,ASM.1_1,Eastern,65,69.1113,1233.0,18.96923076923077,17.840789583326522
1999,ASM.2_1,Manu'a,56,58.5563,88.0,1.5714285714285714,1.5028260913227707
1999,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
1999,ASM.4_1,Western,73,73.0982,1569.0,21.493150684931507,21.464273652241175
2000,ASM.1_1,Eastern,65,69.1113,1233.0,18.96923076923077,17.840789583326522
2000,ASM.2_1,Manu'a,56,58.5563,102.0,1.8214285714285714,1.7419120603968479
2000,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
2000,ASM.4_1,Western,73,73.0982,1570.0,21.506849315068493,21.477953877640946
2001,ASM.1_1,Eastern,65,69.1113,1233.0,18.96923076923077,17.840789583326522
2001,ASM.2_1,Manu'a,56,58.5563,111.0,1.9821428571428572,1.8956101833730403
2001,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
2001,ASM.4_1,Western,73,73.0982,1570.0,21.506849315068493,21.477953877640946
2002,ASM.1_1,Eastern,65,69.1113,1233.0,18.96923076923077,17.840789583326522
2002,ASM.2_1,Manu'a,56,58.5563,88.0,1.5714285714285714,1.5028260913227707
2002,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
2002,ASM.4_1,Western,73,73.0982,1570.0,21.506849315068493,21.477953877640946
2003,ASM.1_1,Eastern,65,69.1113,1233.0,18.96923076923077,17.840789583326522
2003,ASM.2_1,Manu'a,56,58.5563,89.0,1.5892857142857142,1.5199036605423477
2003,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
2003,ASM.4_1,Western,73,73.0982,1570.0,21.506849315068493,21.477953877640946
2004,ASM.1_1,Eastern,65,69.1113,1233.0,18.96923076923077,17.840789583326522
2004,ASM.2_1,Manu'a,56,58.5563,102.0,1.8214285714285714,1.7419120603968479
2004,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
2004,ASM.4_1,Western,73,73.0982,1570.0,21.506849315068493,21.477953877640946
2005,ASM.1_1,Eastern,65,69.1113,1233.0,18.96923076923077,17.840789583326522
2005,ASM.2_1,Manu'a,56,58.5563,98.0,1.75,1.6736017835185402
2005,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
2005,ASM.4_1,Western,73,73.0982,1570.0,21.506849315068493,21.477953877640946
2006,ASM.1_1,Eastern,65,69.1113,1233.0,18.96923076923077,17.840789583326522
2006,ASM.2_1,Manu'a,56,58.5563,63.0,1.125,1.0758868608333472
2006,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
2006,ASM.4_1,Western,73,73.0982,1570.0,21.506849315068493,21.477953877640946
2007,ASM.1_1,Eastern,65,69.1113,1233.0,18.96923076923077,17.840789583326522
2007,ASM.2_1,Manu'a,56,58.5563,48.0,0.8571428571428571,0.8197233225396932
2007,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
2007,ASM.4_1,Western,73,73.0982,1570.0,21.506849315068493,21.477953877640946
2008,ASM.1_1,Eastern,65,69.1113,1233.0,18.96923076923077,17.840789583326522
2008,ASM.2_1,Manu'a,56,58.5563,39.0,0.6964285714285714,0.6660251995635007
2008,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
2008,ASM.4_1,Western,73,73.0982,1570.0,21.506849315068493,21.477953877640946
2009,ASM.1_1,Eastern,65,69.1113,1233.0,18.96923076923077,17.840789583326522
2009,ASM.2_1,Manu'a,56,58.5563,75.0,1.3392857142857142,1.2808176914682705
2009,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
2009,ASM.4_1,Western,73,73.0982,1570.0,21.506849315068493,21.477953877640946
2010,ASM.1_1,Eastern,65,69.1113,1233.0,18.96923076923077,17.840789583326522
2010,ASM.2_1,Manu'a,56,58.5563,106.0,1.8928571428571428,1.8102223372751556
2010,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
2010,ASM.4_1,Western,73,73.0982,1582.0,21.671232876712327,21.642116582438202
2011,ASM.1_1,Eastern,65,69.1113,1234.0,18.984615384615385,17.85525899904698
2011,ASM.2_1,Manu'a,56,58.5563,97.0,1.7321428571428572,1.6565242142989631
2011,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
2011,ASM.4_1,Western,73,73.0982,1586.0,21.726027397260275,21.69683748403729
2012,ASM.1_1,Eastern,65,69.1113,1234.0,18.984615384615385,17.85525899904698
2012,ASM.2_1,Manu'a,56,58.5563,55.0,0.9821428571428571,0.9392663070767316
2012,ASM.3_1,Unorganized,4,3.4803,0.0,0.0,0.0
2012,ASM.4_1,Western,73,73.0982,1600.0,21.91780821917808,21.888360639634087
2013,ASM.1_1,Eastern,65,69.1113,1234.0,18.984615384615385,17.85525899904698
